Name,Rating,Courses,Fees Range,Package,City
"K.E.S Loknete Adv. Datta Patil Homoeopathic Medical College and Hospital, Vengurla Sindhudurg",NULL,1 Course,₹3.6 L,– / –,Sindhudurg
Ram Gopal College of Pharmacy,3.5,2 Courses,₹1.4 L - 2.2 L,2.5,Gurgaon
"International School of Design, Subhash Nagar",NULL,25 Courses,₹2 L,– / –,Delhi
Triveni Debi Bhalotia College,3.9,32 Courses,– / –,3.1,Bardhaman
National College of Nursing,NULL,5 Courses,– / –,– / –,Hisar
Laxmi Devi Institute of Engineering and Technology (LIET),3.4,12 Courses,₹66 K - 2.7 L,2.9,Alwar
Sri Sivani College of Engineering,3.6,18 Courses,₹55.4 K - 1.5 L,2.8,Andhra Pradesh - Other
"Alpha College of Engineering and Technology, Kalol",3.9,12 Courses,₹1.3 L - 2.5 L,3.4,Gandhinagar
"Maharaja Agrasen College of Higher Education,Baghpat",NULL,5 Courses,– / –,– / –,Baghpat
Annie Besant College,NULL,10 Courses,₹20 K - 1.3 L,– / –,Indore
State College of Education,NULL,2 Courses,– / –,– / –,Patiala
Pushkaram College of Agriculture Sciences,NULL,1 Course,₹2 L,– / –,Tamil Nadu - Other
"Indian Institute of Mass Communication, Kottayam",NULL,2 Courses,₹55.5 K - 95.5 K,– / –,Kottayam
"Government Physiotherapy College, Jodhpur",NULL,1 Course,– / –,– / –,Jodhpur
Sri R.K.M. Law College,NULL,4 Courses,₹26 K - 39 K,– / –,Chittoor
Jayvantrai Harrai Desai Polytechnic,4.3,4 Courses,₹84 K,4.5,Surat
"Government Ayurveda College, Tripunithura",NULL,17 Courses,₹59.5 K - 79.3 K,– / –,Ernakulum
Netai Charan Chakravarty Homoeopathic Medical College and Hospital,2.8,1 Course,₹6.7 L,3.0,Howrah
"Guru Nanak Khalsa College, Karnal",3.8,13 Courses,– / –,3.4,Karnal
Amolakchand Mahavidyalaya,1.0,16 Courses,– / –,1.0,Yavatmal
"Government College for Women, Parade Ground",2.2,4 Courses,– / –,1.0,Jammu
"School of Rehabilitation and Behavioral Sciences, Puducherry, Vinayaka Mission's Research Foundation",NULL,3 Courses,₹5.6 L - 6.5 L,– / –,Pondicherry
PET Engineering College,3.7,11 Courses,₹35 K - 2 L,3.0,Tirunelveli
Rajgad Institute of Management Research & Development,NULL,1 Course,₹1.6 L,₹2.5 LPA,Pune
My Trading School,NULL,4 Courses,– / –,– / –,Mumbai
Vimla Vikram Mahavidyalaya,2.6,13 Courses,– / –,1.0,Balrampur
J.E.S.'s College of Pharmacy,NULL,2 Courses,₹2.4 L,– / –,Maharashtra - Other
KTG College of Physiotherapy,NULL,2 Courses,– / –,– / –,Bangalore
"GNM School of Nursing, SSKM Hospital",NULL,7 Courses,– / –,– / –,Kolkata
"Kohinoor IMI, Khandala School of Hospitality Management",NULL,1 Course,₹3.9 L,– / –,Mumbai
"School of Distance Education, Bharati Vidyapeeth - New Delhi Campus",3.9,19 Courses,₹10 K - 75 K,3.6,Delhi
Saastra College of  Pharmaceutical Education and Research,NULL,8 Courses,₹1 L - 2.1 L,– / –,Nellore
Black Diamond College of Engineering and Technology,5.0,6 Courses,₹2.6 L,5.0,Orissa - Other
Centre For Studies In Rural Development Institute of Social Work and Research,NULL,3 Courses,₹4.6 K - 76.7 K,– / –,Ahmednagar
Dev Education College,NULL,13 Courses,– / –,– / –,Agra
Sant Vinoba P. G. College,2.0,4 Courses,– / –,2.0,Uttar Pradesh - Other
Shri Sambhaji College of Pharmacy,NULL,2 Courses,₹12 K,– / –,Nanded
Seshadripuram Law College,3.9,2 Courses,– / –,3.8,Bangalore
Ajeenkya DY Patil University-School of Film and Media,3.4,4 Courses,₹6.9 L,3.2,Pune
"Times and Trends Academy, Kothrud",4.6,28 Courses,₹99 K,4.0,Pune
Kolhan University - KU,4.0,60 Courses,– / –,₹19.8 LPA,Jharkhand - Other
GIDC Degree Engineering College,3.7,5 Courses,₹1 L,₹1.15 LPA,Navsari
Teegala Krishna Reddy College Of Pharmacy,5.0,6 Courses,₹2.1 L - 2.2 L,5.0,Hyderabad
Global College of Science and Technology,NULL,6 Courses,₹1.6 L - 2.1 L,– / –,Nadia
"Government Arts And Science College, Sathyamangalam",3.8,8 Courses,– / –,4.0,Erode
P.S.V. College of Engineering and Technology,2.7,17 Courses,₹35 K - 2 L,2.3,Tamil Nadu - Other
Vishveshwarya Technical Campus - Faculty of Degree Engineering,NULL,5 Courses,₹2.5 L,– / –,Sangli
Vallabh Government College,3.5,15 Courses,– / –,2.4,Mandi
Harda Degree College,3.7,25 Courses,₹40 K - 78 K,2.3,Harda
Government Law College,NULL,2 Courses,– / –,– / –,Bharatpur
M.Ed. Pro College of Nursing,NULL,1 Course,₹2.8 L,– / –,Nagpur
"Vinayaka Mission's Homoeopathic Medical College and Hospital, Vinayaka Mission's Research Foundation",NULL,8 Courses,₹6.3 L - 8.3 L,– / –,Salem
Duargapur Paramedical Institute,NULL,5 Courses,– / –,– / –,Durgapur
Mangalayatan University - WILP,NULL,17 Courses,₹1 L - 3 L,– / –,Aligarh
Kalyani Charitable Trust's K.R.Sapkal College of Management Studies,4.2,1 Course,₹2 L,3.0,Nashik
Mathuradevi Group of Institutes,3.2,13 Courses,₹57 K - 1.8 L,2.5,Indore
Annai Vailankanni College of Engineering,NULL,15 Courses,₹50 K - 2 L,₹2.13 - 3.69 LPA,Kanyakumari
Mar Sleeva College of Nursing,NULL,7 Courses,– / –,– / –,Kottayam
JSS Banashankari Arts Commerce and S.K. Gubbi Science College,4.3,6 Courses,– / –,3.9,Dharwad
"Government College for Girls, Palwal",NULL,3 Courses,– / –,– / –,Kurukshetra
"TalentSprint, Hyderabad",NULL,20 Courses,₹75 K - 5.6 L,– / –,Hyderabad
Sunstone: Aditya Institute of Management [AIM Campus],NULL,12 Courses,₹3 L,– / –,Pune
Ankerite Ayurvedic Medical College and Hospital,NULL,3 Courses,– / –,– / –,Lucknow
Institute of Computer Science and Technology (ICST Varanasi),3.5,6 Courses,₹1.2 L - 1.3 L,3.1,Varanasi
Suddhananda Engineering and Research Centre,3.2,10 Courses,₹79.5 K - 2.4 L,2.7,Bhubaneswar
Bharathi College,3.5,12 Courses,– / –,₹2.45 - 30 LPA,Mandya
Kolhapur District Chemist Association's Institute of Pharmacy,NULL,1 Course,₹12 K,– / –,Kolhapur
D.N.P. Arts and Commerce College,3.7,7 Courses,– / –,4.0,Deesa
K.A. Pandhi Law College,NULL,1 Course,– / –,– / –,Rajkot
Ch. Sughar Singh Pharmacy College,NULL,2 Courses,₹90 K - 2.5 L,– / –,Uttar Pradesh - Other
Shree Digambar Degree College of Nursing,4.8,8 Courses,– / –,4.0,Bharatpur
National Hospital School of Nursing,NULL,2 Courses,– / –,– / –,Calicut
"Jet Airways Training Academy, Gurgaon",NULL,2 Courses,₹45 K - 85 K,– / –,Gurgaon
Gurukul Vidyapeeth Institute of Engineering and Technology,1.9,27 Courses,₹1.3 L - 3.1 L,1.7,Patiala
ECR Group of Institutions,4.6,5 Courses,– / –,4.0,Udupi
"Animal Husbandry Polytechnic- Mamnoor, P.V. Narsimha Rao Telangana Veterinary University",NULL,1 Course,₹29.8 K,– / –,Warangal
"M.V.M. Government, Arts College for Women",NULL,21 Courses,– / –,– / –,Dindigul
M.N. College of Nursing,NULL,2 Courses,– / –,– / –,Bikaner
GB Pant Social Science Institute (GBPSSI),4.8,1 Course,₹86 K,4.3,Allahabad
"Vaish College of Law (VCL, Rohtak)",2.5,4 Courses,₹96.3 K - 1.5 L,2.0,Rohtak
"Institute of Informatics and Communication, University of Delhi",4.0,1 Course,₹432,₹15.5 LPA,Delhi
Purvanchal Institute of Dental Sciences,4.3,1 Course,₹11.7 L,4.3,Gorakhpur
Trikuta Degree College,NULL,6 Courses,– / –,– / –,Jammu
Institute of Child Health,NULL,4 Courses,₹31 K - 48 K,– / –,Kolkata
"Vande Mataram College of Arts, Science and Commerce",3.8,16 Courses,₹25 K - 78.4 K,3.7,Thane
"Bharath Polytechnic College,Chennai",NULL,6 Courses,₹56.1 K,– / –,Chennai
Little Flower College Guruvayoor,NULL,17 Courses,₹3.1 K - 1.1 L,₹2.2 LPA,Thrissur
Shree G.H. Sanghavi  Mahavidyalaya,NULL,1 Course,– / –,– / –,Bhavnagar
Navyug Kanya Mahavidyalaya,4.5,6 Courses,– / –,3.6,Lucknow
Dr. B.D. Jatti College of Education,NULL,1 Course,– / –,– / –,Karnataka - Other
Maharishi Center for Education Excellence - MIM Bhopal,4.5,9 Courses,₹84.8 K - 1.6 L,4.5,Bhopal
Mahaveer College of Pharmacy,NULL,3 Courses,₹1 L - 2.8 L,– / –,Meerut
Axis College of Engineering and Technology,3.4,6 Courses,₹3 L,2.5,Thrissur
Rajarshi Shahu Law College,NULL,2 Courses,– / –,₹12 LPA,Maharashtra - Other
"Ces's Bp.Arts,Sma.Science and Kkc.Commerce College",NULL,12 Courses,₹30 K,– / –,Jalgaon
Jan Nayak Ch. Devi Lal Memorial PG College,3.7,18 Courses,₹46.9 K - 90.4 K,1.5,Sirsa
Beleshwar Institute of Nursing,NULL,2 Courses,– / –,– / –,Parbhani
Prathima College of Nursing,NULL,8 Courses,– / –,– / –,Karimnagar
V.S. General Hospital,NULL,2 Courses,– / –,– / –,Thane
"Study and Lead Educational and Welfare Society,Noida",NULL,2 Courses,₹11 K - 14 K,– / –,Noida
MGM College of Arts and Science,NULL,10 Courses,₹54 K - 1.1 L,– / –,Thiruvananthapuram
Karma Nursing and Paramedical College,NULL,2 Courses,– / –,– / –,Allahabad
VET BVL Polytechnic College,NULL,6 Courses,₹12.8 K,– / –,Bangalore
Raghunath Ayurved Mahavidyalaya and Hospital,NULL,1 Course,₹6.8 L,– / –,Midnapore
E-Distance Education,NULL,15 Courses,₹8 K - 62.4 K,– / –,Mohali
Dr. Gaur Hari Singhania Institute of Management and Research,4.1,1 Course,₹6 L,3.7,Kanpur
Visakha Institute of Engineering and Technology,3.7,16 Courses,₹54 K - 2 L,3.2,Visakhapatnam
Aditya Global Business School,3.8,6 Courses,₹4 L,3.4,East Godavari
Ideal Institute of Management and Technology,2.4,7 Courses,₹1 L - 2.4 L,2.1,Ghaziabad
"Pacific College of Teachers Education, Pacific University",NULL,5 Courses,₹30 K - 2.4 L,– / –,Udaipur
R. K. Desai College of Commerce and Management,3.1,2 Courses,– / –,3.0,Vapi
"Christian College of Nursing, Neyyoor",NULL,6 Courses,– / –,– / –,Nagercoil
NES College,NULL,8 Courses,₹40 K - 50 K,– / –,Hoshangabad
LNCT Medical College and Sewakunj Hospital,NULL,1 Course,– / –,– / –,Indore
"Apollo Hospitals Educational & Research Foundation, Apollo Gleneagles Hospitals, Kolkata",NULL,3 Courses,₹2.3 L - 3.1 L,– / –,Kolkata
Vidya Tilak College,NULL,7 Courses,₹42.9 K,– / –,Pune
Sher Shah College,3.7,6 Courses,₹3.9 K - 45 K,3.0,Sasaram
Seth Ganga Sagar Jatia Polytechnic College,4.0,6 Courses,₹31.1 K - 35.6 K,4.0,Bulandshahr
"Government Engineering College, Gopalganj",3.9,7 Courses,– / –,3.3,Bihar - Other
"Government Engineering College, Siwan",2.9,4 Courses,₹4.1 L,2.1,Siwan
"Government Polytechnic, Dharwad",NULL,6 Courses,– / –,– / –,Dharwad
Kunwar Haribansh Singh College of Pharmacy,NULL,2 Courses,₹1 L - 2.8 L,– / –,Jaunpur
Patel Kelavani Mandal College of Technology,4.2,6 Courses,– / –,4.0,Junagadh
Bhupal Nobles Group of College,4.4,79 Courses,₹15.5 K - 63.9 K,4.0,Udaipur
Amrutha Ayurveda Medical College and Hospital,NULL,1 Course,₹2.7 L,– / –,Chitradurga
"Apollo Hospital, Mumbai",NULL,2 Courses,₹2.3 L,– / –,Mumbai
"Guru Nanak Dev University College, Patti, GNDU",5.0,18 Courses,₹15.2 K - 84 K,₹4.25 - 6.35 LPA,Tarn Taran
Orissa College of Pharm Sciences,NULL,1 Course,– / –,– / –,Dhenkanal
Veerappa Nisty Engineering College,4.3,10 Courses,₹80 K - 3.6 L,4.0,Karnataka - Other
National Institute of Electronics and Information Technology,4.8,31 Courses,₹2.3 K - 1.1 L,4.0,Ropar
Satyasai Engineering College,5.0,9 Courses,₹2.1 L,5.0,Balasore
"Government Ripudaman College, Nabha",3.3,9 Courses,– / –,2.0,Nabha
Vogue – Dr. Kariappa Business School,NULL,3 Courses,₹3.8 L - 6.5 L,₹7 LPA,Bangalore
"Bhima Bhoi Medical College and Hospital , Balangir",NULL,1 Course,₹1.7 L,– / –,Orissa - Other
Jamal Mohmed College,4.4,7 Courses,₹1.5 K - 2.1 L,₹1.87 - 2.3 LPA,Tiruchirappalli
Mysore School of Architecture,NULL,1 Course,₹4.2 L,– / –,Mysore
Sir Issac Newton Arts and Science College,3.0,25 Courses,– / –,3.0,Nagapattinam
SMFRI's Vamanrao Ithape Homeopathic Medical College and Hospital,NULL,4 Courses,₹3.1 L - 4 L,– / –,Ahmednagar
Amaljyothi College of Engineering,3.6,21 Courses,₹1.9 L - 3.7 L,₹3 - 3.4 LPA,Kottayam
Biju Patnaik Homeopathy Medical College and Hospital,NULL,1 Course,₹45 K,– / –,Brahmapur
Deen Dayal Rustagi College of Pharmacy,NULL,3 Courses,₹1 L - 1.7 L,– / –,Gurgaon
"Central Polytechnic College,Thiruvananthapuram",4.8,7 Courses,₹5.5 K,5.0,Thiruvananthapuram
NITS Polytechnic,NULL,5 Courses,₹42 K,– / –,Jammu
"College of Agriculture, Muktainagar - Mahatma Phule Krishi Vidyapeeth",NULL,2 Courses,– / –,– / –,Maharashtra - Other
Dhanalakshmi Srinivasan College of Nursing Women,NULL,5 Courses,– / –,– / –,Tamil Nadu - Other
Biyani School of Nursing,NULL,2 Courses,₹72.5 K - 2.8 L,– / –,Jaipur
RSR Rungta College of Engineering and Technology,3.8,20 Courses,₹1.1 L - 3 L,3.4,Bhilai
Megha Women's Degree and PG College,4.3,10 Courses,– / –,4.5,Hyderabad
Silli Polytechnic College,3.0,5 Courses,– / –,2.6,Ranchi
Shivnagar Vidya Prasarak Mandals College of Commerce Science and Computer Education,2.8,4 Courses,– / –,1.0,Baramati
"Government B.Ed College,Hazaribagh",NULL,1 Course,– / –,– / –,Hazaribagh
Periyar Arts College,3.4,46 Courses,₹14.2 K - 36.4 K,3.0,Cuddalore
"Mahatma Gandhi College of Nursing, Junagadh",NULL,3 Courses,₹82 K - 3.4 L,– / –,Junagadh
Institute of Urban and Regional Planning,NULL,1 Course,– / –,– / –,Mumbai
"Government College, Kalka",4.2,9 Courses,₹5.3 K,3.0,Panchkula
National College of Nursing,NULL,7 Courses,₹1.8 L - 5.5 L,– / –,Bangalore
Shri Balaji Institute of Nursing,NULL,2 Courses,– / –,– / –,Raipur
Cooch Behar Polytechnic College,4.5,5 Courses,₹1.8 K - 3.9 K,4.5,Coochbehar
Federal Institute of Hotel Management,NULL,9 Courses,₹45 K - 4.5 L,– / –,Noida
St. Theresa's School of Nursing,NULL,1 Course,– / –,– / –,Hyderabad
Lal Memorial Hospital,NULL,1 Course,– / –,– / –,Thrissur
Sherwood College of Management,3.0,1 Course,₹1.3 L,2.7,Lucknow
"DAV College, Amritsar",3.5,22 Courses,– / –,₹2.75 LPA,Amritsar
"Arena Animation,  Jaipur",NULL,10 Courses,– / –,– / –,Jaipur
Sai College,NULL,12 Courses,₹17.4 K - 75.7 K,– / –,Bhilai
Aryans College of Pharmacy,NULL,2 Courses,₹4 L,– / –,Rajpura
Government Bilasa Girls PG College,4.1,10 Courses,– / –,4.3,BilasPur
"Government Degree College, Raipur",NULL,7 Courses,– / –,– / –,Dehradun
St. Andrews Post Graduate College,3.7,38 Courses,– / –,3.0,Gorakhpur
"Government Engineering College, Lakhisarai",4.8,4 Courses,– / –,4.0,Purnia
Gautam Buddha College Of Pharmacy,NULL,2 Courses,– / –,– / –,Lucknow
"Maya Academy of Advanced Cinematics, Bhopal",4.8,41 Courses,– / –,4.0,Bhopal
"Wisdom School of Management, Noida",NULL,15 Courses,₹9.7 K - 50.7 K,– / –,Noida
"FINPLAN -  International Institute of Management, Andheri East",NULL,3 Courses,₹4 L,– / –,Mumbai
"Homoeopathic Medical College and Hospital, Kolhapur",NULL,3 Courses,₹1.9 L - 3.6 L,– / –,Kolhapur
"Shri Rawatpura Sarkar Institute of Pharmacy, Kumhari",NULL,8 Courses,₹91.6 K - 2.4 L,₹2.16 - 3.3 LPA,Raipur
Institute of Engineering and Management,NULL,6 Courses,₹79.5 K,– / –,Koraput
Avirat Law College,NULL,1 Course,– / –,– / –,Ahmedabad
Sham-E-Ghausia Minority (S.G.M.) Unani Medical College and Hospital,NULL,6 Courses,– / –,– / –,Ghazipur
Adhiparasakthi Agricultural College,4.8,2 Courses,₹2 L,5.0,Vellore
"Mangalayatan University - WILP, Chennai",NULL,10 Courses,₹1.3 L - 3 L,– / –,Chennai
Panchkula Engineering College (PEC Panchkula),3.0,11 Courses,₹1.2 L - 2.3 L,3.0,Panchkula
Nashik Gramin Shikshan Prasarak Mandal's College Of Pharmacy,3.0,1 Course,₹3.9 L,5.0,Nashik
M.J.Kundaliya Education  and Physical Education College,NULL,2 Courses,₹5 K,– / –,Rajkot
"Sharadabai Pawar Mahila Arts, Commerce and Science College",NULL,13 Courses,– / –,– / –,Pune
Kalaniketan Polytechnic College,4.3,9 Courses,– / –,4.1,Jabalpur
"Shri  Ganpati Institute of Pharmaceutical Sciences and Research, Tembhurni",NULL,2 Courses,₹12 K,– / –,Solapur
College of Agricultural Engineering and Technology,NULL,1 Course,₹2.6 L,– / –,Maharashtra - Other
"LTA School of Beauty, Vashi",NULL,9 Courses,– / –,– / –,Navi Mumbai
T.J.S Engineering College,4.2,13 Courses,₹50 K - 2 L,3.6,Tamil Nadu - Other
Antarbharti Homoeopathic Medical College and Hospital,4.2,1 Course,₹2.7 L,4.5,Nagpur
BGS Institute of Management Studies,4.6,4 Courses,₹16.1 K,4.0,Chikballpura
Shri D.G.M. Ayurvedic Medical College and Hospital,NULL,1 Course,₹2 L,– / –,Gadag
iNurture - Swarrnim University,NULL,22 Courses,₹2.2 L,– / –,Ahmedabad
"Government Polytechnic, Hisar",4.3,13 Courses,₹9 K,4.1,Hisar
Bengal College of Pharmaceutical Technology,4.2,2 Courses,₹3.7 L,3.0,Birbhum
Ascent School of Nursing,NULL,1 Course,– / –,– / –,Tezpur
"The Oxford College of Hotel Management, The Oxford Educational Institution",4.0,2 Courses,– / –,4.0,Bangalore
"Indian Institute of Jewellery Design, Ahmedabad",NULL,8 Courses,₹9 K - 52 K,– / –,Ahmedabad
Maharaja Purna Chandra (Autonomous) College,4.1,49 Courses,₹63.5 K,3.3,Baripada
"Government College of Teachers Education,Kokrajhar",NULL,2 Courses,– / –,– / –,Kokrajhar
"Zee Institute of Creative Art, Bhubaneswar",4.5,17 Courses,– / –,4.5,Bhubaneswar
"DreamZone School of Creative Studies, Ultadanga",NULL,81 Courses,– / –,– / –,Kolkata
AIJHM College,3.4,15 Courses,– / –,2.2,Rohtak
"V. G. Shivdare College of Arts, Commerce And Science",NULL,4 Courses,– / –,– / –,Solapur
Career College of Nursing,NULL,7 Courses,₹1.5 L - 2.8 L,– / –,Bhopal
"ICRI- Akash Hospital, New Delhi",NULL,2 Courses,– / –,– / –,Delhi
Iaan School of Mass Communication,4.3,7 Courses,– / –,4.3,Delhi
Mannar Thirumalai Naicker College,3.6,22 Courses,₹84 K,₹3.49 LPA,Madurai
International Institute of Fashion Design,NULL,10 Courses,₹2.5 L,– / –,Nashik
"Government Degree College, Sarkaghat",3.5,21 Courses,₹11.5 K - 15.5 K,2.9,Mandi
M.D. College of Technology and Management,NULL,7 Courses,₹90 K,– / –,Barabanki
Shriram Shikshan Sanstha's College of Pharmacy,4.2,2 Courses,₹12 K,4.0,Solapur
Shree Panchavati Education Society's Institute of Pharmacy,NULL,1 Course,– / –,– / –,Nashik
Bhagwant Institute of Technology BIT,3.0,19 Courses,₹1 L - 2.4 L,1.9,Muzaffarnagar
Adarsh Group of Institutions,3.6,4 Courses,– / –,₹1.8 - 2.2 LPA,Bangalore
Sri Sai Institute Of Technology and Science (SSITS),3.6,14 Courses,₹54 K - 1.5 L,2.8,Kadapa
"College of Dairy Science and Technology, Idukki - Kerala Veterinary and Animal Sciences University",1.6,1 Course,₹33.6 K,1.0,Idukki
Al-Ameen Dental College,NULL,3 Courses,₹3.8 L - 20.4 L,– / –,Bijapur
Jat College,3.9,5 Courses,– / –,3.8,Kaithal
Shaheed Narendra Kumar Ayurvedic Medical College and R.K.M.S. Charitable Hospital,NULL,1 Course,₹9.2 L,– / –,Aligarh
SBSPM's College of Pharmacy,NULL,3 Courses,₹12 K - 2.9 L,– / –,Ambajogai
"Government Polytechnic College, Kashipur",4.0,9 Courses,₹16 K - 24 K,3.3,Kashipur
Shri Siddhivinayak Mahila Mahavidyalaya,NULL,23 Courses,₹15.2 K - 1 L,– / –,Pune
"Bangurnagar Arts, Science and Commerce College",NULL,6 Courses,– / –,– / –,Karnataka - Other
Dr. Uttamrao Mahajan College of B.Pharmacy,2.8,1 Course,– / –,3.0,Jalgaon
National College of Engineering (NCE Tirunelveli),3.7,6 Courses,₹50 K - 2 L,2.3,Tirunelveli
Bharat Group of Institutions,2.2,23 Courses,₹79 K - 1.9 L,1.5,Sonepat
Apeejay Stya University,NULL,2 Courses,₹25 K,– / –,Gurgaon
Tawi Group of Colleges,3.9,13 Courses,₹93 K - 2.4 L,3.7,Pathankot
Regional Institute of Science and Technology,3.3,5 Courses,₹5 L - 6.2 L,1.9,Meghalaya - Other
CIHM - Central Institute of Hotel and Hospitality Management,NULL,44 Courses,₹20 K - 5.5 L,– / –,Kolkata
"Government Polytechnic College, Arvi",5.0,6 Courses,₹18 K,5.0,Wardha
"College of Fisheries, Kishanganj - Bihar Animal Sciences University",NULL,4 Courses,₹20 K,– / –,Kishanganj
STI - Srimati Techno Institute,3.8,63 Courses,₹8.5 K - 2.1 L,4.0,Kolkata
Apex Professional University,NULL,40 Courses,₹30 K - 3 L,– / –,Arunachal Pradesh - Other
Gujarat Power Engineering and Research Institute,3.8,6 Courses,₹1.6 L,₹2 LPA,Mehsana
Rajamahendri Institute Of Engineering and Technology,3.0,11 Courses,₹72 K - 1.4 L,2.5,Rajahmundry
R.V. Parankar College of Engineering & Technology,NULL,5 Courses,₹2 L,– / –,Wardha
Sido Kanhu Murmu University (SKMU),2.6,46 Courses,– / –,2.0,Jharkhand - Other
Profcyma Career Solutions,NULL,64 Courses,₹11 K - 87 K,– / –,Pune
Barrister A.R. Antulay College of Law,NULL,1 Course,₹76.4 K,– / –,Mumbai
Bhai Gurdas Institute of Nursing,NULL,4 Courses,– / –,– / –,Sangrur
"Annasaheb Vartak College of Arts, Commerce, Science",3.6,3 Courses,– / –,2.7,Thane
Drona Foundation- Noble Univesity (B.Voc Hub),NULL,3 Courses,₹1.1 L,– / –,Junagadh
Aurora's Scientific Technological and Research Academy,3.5,14 Courses,₹87 K - 2 L,₹1.41 - 2.5 LPA,Hyderabad
Lasya College of Fine Arts,NULL,3 Courses,– / –,– / –,Kannur
A M Reddy Memorial College Of Pharmacy,4.8,8 Courses,₹1 L - 2.1 L,4.0,Narasaraopet
"State Institute of Hospitality Management, Kozhikode",4.2,4 Courses,– / –,4.5,Kozhikode
Mar Thoma College of Science and Technology,NULL,17 Courses,₹54 K - 1.7 L,₹2.4 - 3 LPA,Kollam
"SSV College, Kahalgaon",NULL,18 Courses,– / –,– / –,Bhagalpur
Shri Govind Guru Government College,4.6,29 Courses,₹20 K,5.0,Banswara
B.R.B. College,3.6,18 Courses,– / –,2.4,Samastipur
Khalsa Ayurvedic Medical College,NULL,2 Courses,– / –,– / –,Mansa
D.D. College,3.7,14 Courses,₹53.5 K - 2 L,2.3,Dehradun
"Ashwini Ayurvedic Medical College and Research Centre, Tumakuru",2.2,8 Courses,₹2.7 L - 10.6 L,2.5,Tumkur
"Suryamukhi Dinesh Ayurved Medical College and Hospital Booty, Ranchi",NULL,2 Courses,₹11.3 L,– / –,Ranchi
"Raja Shiv Prasad College, Jharia (Belagaria)",3.5,21 Courses,₹1.2 K - 2.2 K,2.9,Dhanbad
Sri Sarada College For Women,4.4,23 Courses,– / –,₹1.13 - 1.33 LPA,Tirunelveli
Dr. Radha Bai Govt. Navin Girls College,4.1,11 Courses,– / –,4.0,Raipur
CRM Jat College,3.8,6 Courses,₹39.9 K - 40.7 K,3.0,Hisar
Royal College of Education and Research For Women,NULL,1 Course,₹1.5 L,– / –,Thane
J.G. Institute of Law,NULL,1 Course,– / –,– / –,Ahmedabad
St. Theresas College of Nursing,NULL,1 Course,₹25 K,– / –,Bangalore
Bilasa Institute of Nursing,NULL,2 Courses,– / –,– / –,BilasPur
Maharashtra State Skills University,NULL,19 Courses,₹80 K - 4.4 L,– / –,Mumbai
Bioinformatics Centre,NULL,1 Course,– / –,– / –,Pondicherry
TITE - Templecity Institute of Technology and Engineering,3.6,19 Courses,₹79.5 K - 2.8 L,2.9,Khurda
"Department of Law, University of Jammu",2.4,3 Courses,– / –,₹5.6 LPA,Jammu
INSOFE,NULL,14 Courses,₹2.5 L - 74.2 L,₹7 LPA,Hyderabad
Military College of Telecommunication Engineering,NULL,4 Courses,– / –,– / –,Indore
"Government Polytechnic College, Rengali",4.6,4 Courses,₹17.4 K,4.0,Sambalpur
Maa Ashapura College of Education,NULL,1 Course,– / –,– / –,Bhuj
"Government Polytechnic, Jagannathpur",4.2,6 Courses,– / –,4.0,Jharkhand - Other
Harlal Institute of Management and Technology (PG courses),NULL,5 Courses,₹1.3 L - 5.5 L,– / –,Greater Noida
Gurukula Institute of Technology (GIT Bhubaneswar),NULL,8 Courses,₹80 K - 3.2 L,– / –,Bhubaneswar
St. Pauls Institute of Communication Education,NULL,16 Courses,₹43 K - 2.7 L,– / –,Bangalore
Akal University,4.2,30 Courses,₹46 K - 3.7 L,3.0,Bathinda
"Ramadhin College, Munger University",5.0,18 Courses,– / –,5.0,Bihar - Other
Siddharth College,NULL,5 Courses,– / –,– / –,Thane
Haldia Institute of Nursing Science,NULL,1 Course,– / –,– / –,Haldia
Lokmanya College of Commerce,4.3,4 Courses,– / –,4.3,Ahmedabad
Bhavan's Tripura College of Teacher Education,NULL,1 Course,– / –,– / –,Agartala
Karimganj College,3.4,7 Courses,– / –,3.0,Karimganj
Dr. Ambedkar Law College,NULL,7 Courses,– / –,– / –,Tirupati
Dr. Ambedkar College of Law,4.6,3 Courses,– / –,5.0,Mumbai
K.K.C. College,NULL,12 Courses,– / –,– / –,Churu
"Maharashtra Post Graduate Institute of Medical Education & Research, Nashik",NULL,7 Courses,₹3.5 L,– / –,Nashik
MHF's Homoeopathic Medical College & Hospital,NULL,4 Courses,₹3.9 L,– / –,Ahmednagar
Brindavan Institute Of Technology And Science,3.4,15 Courses,₹70 K - 1.4 L,2.9,Kurnool
Dharmarathnakara Dr. N.Mahalingam Institute of Paramedical Sciences and Research,NULL,7 Courses,– / –,– / –,Erode
Neelkanth Group of Institutions,3.9,21 Courses,₹1 L - 2.4 L,3.6,Meerut
"M.Dasan Institute Of Technology, Kozhikode",3.4,9 Courses,₹1 L - 2 L,3.2,Kozhikode
Bangalore Culinary Academy,NULL,5 Courses,– / –,– / –,Bangalore
"Vidyadayini Institute of Science, Management and Technology",3.8,35 Courses,₹16 K - 2.2 L,3.5,Bhopal
State L.B.S. Homeo Medical College,NULL,2 Courses,₹67.5 K - 72 K,– / –,Uttar Pradesh - Other
Vedant B.C.A and B.Com College,NULL,6 Courses,– / –,– / –,Bijapur
"Institute of Indian and Foreign Languages, MGM University",NULL,24 Courses,₹1 K - 20 K,– / –,Aurangabad
